,publisher,has_gamepass_remediation,Unnamed: 2,momentum_mean,momentum_std,momentum_median,discovery_capture_mean,discovery_capture_std,discovery_capture_median,quality_retention_mean,quality_retention_std,quality_retention_median,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count,momentum_mean_baseline,discovery_capture_median_baseline,quality_retention_median_baseline,momentum_mean_diff_baseline,momentum_mean_diff_baseline_pct,discovery_capture_median_diff_baseline,discovery_capture_median_diff_baseline_pct,quality_retention_median_diff_baseline,quality_retention_median_diff_baseline_pct,momentum_lift,discovery_lift,quality_lift
475,UBISOFT,False,18.685,6.215,18.685,0.49,0.495,0.49,0.0,0.424,0.0,2.25,0.778,2.25,2.75,0.919,2.75,2.75,0.495,2.75,3.5,0.707,3.5,20.5,10.607,20.5,1591.5,1743.018,1591.5,0.0,2.0,,19.83,0.16,-0.3,-13.614999999999998,-68.65859808371154,-0.16,-100.0,2.55,-850.0,10.8,-1.129,-0.20699999999999985
476,UBISOFT,True,20.151,17.015,22.03,0.307,0.433,0.16,-1.129,1.551,-0.6,2.043,1.642,3.0,2.214,1.527,3.0,3.343,0.483,3.5,7.429,8.619,3.0,33.143,39.625,12.0,4106.0,4928.902,407.0,7.0,7.0,,19.83,0.16,-0.3,-2.8149999999999977,-14.195663136661613,-1.289,-805.6249999999999,2.343,-781.0,10.8,-1.129,-0.20699999999999985
477,UbiSoft,False,14.29,,14.29,0.07,,0.07,0.3,,0.3,4.0,,4.0,4.3,,4.3,4.0,,4.0,1.0,,1.0,7.0,,7.0,1412.0,,1412.0,0.0,1.0,,14.29,0.07,0.3,,,0.22999999999999998,328.5714285714285,3.7,1233.3333333333335,0.0,-0.3,-4.0
478,Ubisoft,False,16.48,19.947,0.0,0.087,0.151,0.0,-0.374,1.573,0.0,1.952,2.211,0.0,3.813,1.629,4.2,4.187,0.398,4.3,5.348,19.399,0.0,20.087,71.449,2.0,5002.522,16333.192,1012.0,0.0,23.0,,17.66,0.03,-0.1,2.286999999999999,12.950169875424683,-0.404,-1346.666666666667,2.052,-2052.0,-8.409999999999998,0.11399999999999999,0.887
479,Ubisoft,True,18.049,11.537,21.05,0.191,0.64,0.03,-0.26,0.973,-0.1,2.839,1.742,3.4,3.629,0.968,3.8,3.889,0.554,4.05,7.629,8.231,4.0,33.229,28.916,23.0,20059.886,29075.615,5294.5,70.0,70.0,,17.66,0.03,-0.1,-6.122999999999999,-34.671574178935444,-0.29000000000000004,-966.6666666666667,2.939,-2939.0,-8.409999999999998,0.11399999999999999,0.887
480,Ubisoft Entertainment,True,36.204,37.701,25.84,0.028,0.054,0.02,-0.744,0.55,-0.4,1.933,1.867,2.6,2.322,0.854,2.1,3.067,0.566,2.8,3.889,7.322,3.0,13.444,28.333,4.0,8315.0,5995.972,13293.0,9.0,9.0,,36.2,0.02,-0.4,1.5009999999999977,4.146408839778998,-0.764,-3820.0000000000005,2.333,-583.25,37.701,-0.744,1.933
481,Unbound Creations,False,0.0,,0.0,0.0,,0.0,-4.4,,-4.4,0.0,,0.0,0.0,,0.0,4.4,,4.4,0.0,,0.0,0.0,,0.0,1594.0,,1594.0,0.0,1.0,,0.0,0.0,-4.4,,,-4.4,,4.4,-100.0,0.0,4.4,0.0
482,Unknown Worlds Entertainment,False,25.0,,25.0,0.08,,0.08,0.3,,0.3,4.7,,4.7,4.8,,4.8,4.5,,4.5,26.0,,26.0,104.0,,104.0,34183.0,,34183.0,0.0,1.0,,25.0,0.08,0.3,,,0.21999999999999997,274.99999999999994,4.4,1466.6666666666667,0.0,-0.3,-4.7
483,"Unknown Worlds Entertainment, Inc.",False,21.43,,21.43,0.05,,0.05,0.2,,0.2,4.7,,4.7,4.4,,4.4,4.2,,4.2,3.0,,3.0,14.0,,14.0,6122.0,,6122.0,0.0,1.0,,21.43,0.05,0.2,,,0.15000000000000002,300.00000000000006,4.5,2250.0,0.0,-0.2,-4.7
484,Valve,False,30.77,,30.77,0.15,,0.15,0.1,,0.1,5.0,,5.0,4.8,,4.8,4.7,,4.7,4.0,,4.0,13.0,,13.0,2610.0,,2610.0,0.0,1.0,,30.77,0.15,0.1,,,-0.04999999999999999,-33.33333333333333,4.9,4900.0,0.0,-0.1,-5.0
485,Vector Unit,False,0.0,,0.0,0.0,,0.0,-0.1,,-0.1,0.0,,0.0,4.1,,4.1,4.2,,4.2,0.0,,0.0,7.0,,7.0,814.0,,814.0,0.0,1.0,,0.0,0.0,-0.1,,,-0.1,,0.1,-100.0,0.0,0.1,0.0
486,Versus Evil,False,0.0,0.0,0.0,0.0,0.0,0.0,0.643,2.043,1.9,0.0,0.0,0.0,4.143,1.864,5.0,3.5,0.545,3.1,0.0,0.0,0.0,0.857,0.378,1.0,1977.143,1324.922,2969.0,0.0,7.0,,12.5,0.0,1.3,-12.5,-100.0,0.643,,-1.3,-100.0,0.0,-1.343,3.0
487,Versus Evil,True,100.0,,100.0,0.13,,0.13,-0.7,,-0.7,3.0,,3.0,3.0,,3.0,3.7,,3.7,1.0,,1.0,1.0,,1.0,747.0,,747.0,1.0,1.0,,12.5,0.0,1.3,,,-0.7,,1.7,130.76923076923077,0.0,-1.343,3.0
488,"Versus Evil, LLC.",False,0.0,,0.0,0.0,,0.0,-2.7,,-2.7,0.0,,0.0,0.0,,0.0,2.7,,2.7,0.0,,0.0,0.0,,0.0,919.0,,919.0,0.0,1.0,,0.0,0.0,-2.7,,,-2.7,,2.7,-100.0,0.0,2.7,0.0
489,Visai Games Inc,False,50.0,,50.0,0.03,,0.03,0.2,,0.2,5.0,,5.0,4.5,,4.5,4.3,,4.3,1.0,,1.0,2.0,,2.0,3511.0,,3511.0,0.0,1.0,,50.0,0.03,0.2,,,0.17,566.6666666666667,4.8,2399.9999999999995,0.0,-0.2,-5.0
490,Vlambeer,False,50.0,,50.0,0.15,,0.15,1.3,,1.3,5.0,,5.0,5.0,,5.0,3.7,,3.7,1.0,,1.0,2.0,,2.0,661.0,,661.0,0.0,1.0,,50.0,0.15,1.3,,,1.1500000000000001,766.6666666666667,3.7,284.61538461538464,0.0,-1.3,-5.0
491,"WB Games, Inc.",False,13.33,0.0,13.33,0.1,0.0,0.1,-0.8,0.0,-0.8,2.0,0.0,2.0,3.1,0.0,3.1,3.9,0.0,3.9,2.0,0.0,2.0,15.0,0.0,15.0,1993.0,0.0,1993.0,0.0,4.0,,13.33,0.1,-0.8,-13.33,-100.0,-0.9,-900.0,2.8,-349.99999999999994,0.0,0.8,-2.0
492,Wadjet Eye Games,False,0.0,,0.0,0.0,,0.0,-4.6,,-4.6,0.0,,0.0,0.0,,0.0,4.6,,4.6,0.0,,0.0,0.0,,0.0,232.0,,232.0,0.0,1.0,,0.0,0.0,-4.6,,,-4.6,,4.6,-100.0,0.0,4.6,0.0
493,Wales Interactive,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,1.344,-0.55,0.0,0.0,0.0,3.5,0.707,3.5,4.05,0.636,4.05,0.0,0.0,0.0,1.5,0.707,1.5,1551.0,435.578,1551.0,0.0,2.0,,0.0,0.0,-0.55,0.0,,-0.55,,0.55,-100.0,0.0,0.55,0.0
494,Warner Bros. Games,False,31.539,13.556,28.57,0.13,0.109,0.115,0.157,0.508,0.2,4.229,0.527,4.25,4.35,0.433,4.45,4.193,0.387,4.3,8.929,6.956,7.0,36.0,38.012,26.5,11807.571,13473.34,7186.5,0.0,14.0,,29.38,0.12,0.1,-15.824,-53.85976855003404,0.037000000000000005,30.83333333333334,4.1290000000000004,4129.0,-8.969,-0.23199999999999998,0.12099999999999955
495,Warner Bros. Games,True,21.81,4.587,22.33,0.19,0.183,0.115,-0.075,0.608,-0.05,4.35,0.37,4.35,4.25,0.686,4.45,4.325,0.263,4.3,31.0,34.205,18.5,144.75,163.909,83.0,17155.25,13093.526,14351.5,4.0,4.0,,29.38,0.12,0.1,-24.793,-84.38733832539143,-0.195,-162.50000000000003,4.25,4250.0,-8.969,-0.23199999999999998,0.12099999999999955
496,Warner Bros. Interactive Entertainment,False,47.06,0.0,47.06,0.49,0.0,0.49,0.3,0.0,0.3,5.0,0.0,5.0,5.0,0.0,5.0,4.7,0.0,4.7,8.0,0.0,8.0,17.0,0.0,17.0,1639.0,0.0,1639.0,0.0,2.0,,47.06,0.49,0.3,-47.06,-100.0,-0.19,-38.775510204081634,4.7,1566.6666666666667,0.0,-0.3,-5.0
497,WayForward,False,11.111,33.333,0.0,0.024,0.073,0.0,-1.678,2.678,0.5,0.522,1.567,0.0,2.744,2.605,4.7,4.422,0.097,4.4,0.333,1.0,0.0,0.778,0.972,1.0,1754.444,266.804,1578.0,0.0,9.0,,11.11,0.0,0.5,22.223,200.02700270027,-1.678,,0.02200000000000002,4.400000000000004,-33.333,1.678,-0.522
498,Whippoorwill Limited,False,0.0,,0.0,0.0,,0.0,0.3,,0.3,0.0,,0.0,5.0,,5.0,4.7,,4.7,0.0,,0.0,7.0,,7.0,4153.0,,4153.0,0.0,1.0,,0.0,0.0,0.3,,,0.3,,-0.3,-100.0,0.0,-0.3,0.0
499,Whitethorn Games,False,35.185,39.231,30.555,0.113,0.117,0.1,0.167,2.533,1.35,3.333,2.582,5.0,3.9,2.0,4.95,3.733,0.565,3.6,1.0,1.095,1.0,3.167,3.545,1.5,1444.667,1200.288,935.0,0.0,6.0,,32.06,0.17,1.1,7.170999999999999,22.367436057392386,-0.0030000000000000027,-1.7647058823529425,2.233,202.99999999999997,-39.231,-0.46699999999999997,-0.5330000000000004
500,Whitethorn Games,True,13.33,,13.33,0.3,,0.3,-0.3,,-0.3,2.8,,2.8,2.3,,2.3,2.6,,2.6,4.0,,4.0,30.0,,30.0,1335.0,,1335.0,1.0,1.0,,32.06,0.17,1.1,,,-0.47,-276.4705882352941,1.6999999999999997,154.54545454545453,-39.231,-0.46699999999999997,-0.5330000000000004
501,Wired Productions,False,16.945,23.58,8.335,0.02,0.025,0.01,-1.05,1.45,-1.15,2.45,2.686,2.35,2.133,2.359,1.9,3.183,0.985,3.1,0.833,1.169,0.5,2.5,2.811,2.0,2716.167,1490.576,2412.5,0.0,6.0,,16.94,0.01,-1.15,6.639999999999997,39.19716646989372,-1.06,-10600.0,3.6,-313.04347826086956,-23.58,1.05,-2.45
502,Wired Productions Ltd,False,0.0,,0.0,0.0,,0.0,-3.0,,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,739.0,,739.0,0.0,1.0,,0.0,0.0,-3.0,,,-3.0,,3.0,-100.0,0.0,3.0,0.0
503,Witch Beam,False,0.0,,0.0,0.0,,0.0,-0.7,,-0.7,0.0,,0.0,3.0,,3.0,3.7,,3.7,0.0,,0.0,2.0,,2.0,1435.0,,1435.0,0.0,1.0,,0.0,0.0,-0.7,,,-0.7,,0.7,-100.0,0.0,0.7,0.0
504,Worm Club,False,0.0,,0.0,0.0,,0.0,-4.4,,-4.4,0.0,,0.0,0.0,,0.0,4.4,,4.4,0.0,,0.0,0.0,,0.0,2475.0,,2475.0,0.0,1.0,,0.0,0.0,-4.4,,,-4.4,,4.4,-100.0,0.0,4.4,0.0
505,Xbox Game Studios,False,29.476,14.648,22.635,0.115,0.128,0.065,0.1,0.408,0.2,3.675,0.589,3.7,4.112,0.483,4.2,4.012,0.398,4.1,19.812,36.568,3.0,80.375,146.528,11.0,31125.625,38104.63,18256.0,0.0,16.0,,28.03,0.07,0.3,-13.382000000000001,-47.74170531573315,0.03,42.85714285714285,3.375,1125.0,6.277000000000001,0.11299999999999999,0.20900000000000007
506,Xbox Game Studios,True,27.415,20.925,22.82,0.163,0.253,0.07,0.213,0.699,0.3,3.884,1.607,4.75,4.282,0.789,4.6,4.068,0.512,4.2,84.211,478.386,3.0,372.421,2120.561,14.5,68329.711,346474.892,4093.0,38.0,38.0,,28.03,0.07,0.3,-7.105,-25.347841598287552,0.143,204.28571428571428,3.584,1194.6666666666667,6.277000000000001,0.11299999999999999,0.20900000000000007
507,Xbox Game Studios ,False,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.3,,3.3,3.3,,3.3,0.0,,0.0,9.0,,9.0,1443.0,,1443.0,0.0,1.0,,17.77,0.14,0.0,,,-0.14,-100.0,0.0,,0.877,-0.05,4.1
508,Xbox Game Studios ,True,26.65,0.877,26.65,0.2,0.085,0.2,-0.05,0.071,-0.05,4.1,0.283,4.1,4.15,0.212,4.15,4.2,0.283,4.2,18.5,0.707,18.5,69.5,4.95,69.5,10084.0,4439.216,10084.0,2.0,2.0,,17.77,0.14,0.0,-16.893,-95.06471581316826,-0.19,-135.7142857142857,4.1,,0.877,-0.05,4.1
509,"Xbox Games Studios, Rare Ltd",True,22.22,,22.22,0.03,,0.03,0.2,,0.2,4.0,,4.0,3.9,,3.9,3.7,,3.7,2.0,,2.0,9.0,,9.0,6006.0,,6006.0,1.0,1.0,,22.22,0.03,0.2,,,0.17,566.6666666666667,3.8,1899.9999999999995,0.0,0.2,4.0
510,Xbox LIVE Arcade,False,0.0,,0.0,0.0,,0.0,-3.6,,-3.6,0.0,,0.0,0.0,,0.0,3.6,,3.6,0.0,,0.0,0.0,,0.0,283.0,,283.0,0.0,1.0,,0.0,0.0,-3.6,,,-3.6,,3.6,-100.0,0.0,3.6,0.0
511,YCJY Games,False,0.0,,0.0,0.0,,0.0,1.6,,1.6,0.0,,0.0,5.0,,5.0,3.4,,3.4,0.0,,0.0,1.0,,1.0,881.0,,881.0,0.0,1.0,,0.0,0.0,1.6,,,1.6,,-1.6,-100.0,0.0,-1.6,0.0
512,Yacht Club Games,False,0.0,,0.0,0.0,,0.0,-3.7,,-3.7,0.0,,0.0,0.0,,0.0,3.7,,3.7,0.0,,0.0,0.0,,0.0,1808.0,,1808.0,0.0,1.0,,0.0,0.0,-3.7,,,-3.7,,3.7,-100.0,0.0,3.7,0.0
513,Young Horses,False,26.67,,26.67,0.12,,0.12,0.4,,0.4,5.0,,5.0,4.8,,4.8,4.4,,4.4,4.0,,4.0,15.0,,15.0,3324.0,,3324.0,0.0,1.0,,26.67,0.12,0.4,,,0.28,233.33333333333334,4.6,1149.9999999999998,0.0,-0.4,-5.0
514,Ysbryd Games,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.1,1.212,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.212,2.9,0.0,0.0,0.0,0.0,0.0,0.0,576.0,419.408,495.0,0.0,3.0,,0.0,0.0,-2.9,0.0,,-3.1,,2.9,-100.0,0.0,3.1,0.0
515,Zachtronics,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,0.589,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.589,3.4,0.0,0.0,0.0,0.0,0.0,0.0,236.5,87.733,267.0,0.0,4.0,,0.0,0.0,-3.4,0.0,,-3.5,,3.4,-100.0,0.0,3.5,0.0
516,Zen Studios,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.567,0.163,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.567,0.163,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2892.833,972.856,3290.0,0.0,6.0,,0.0,0.0,-3.5,0.0,,-3.567,,3.5,-100.0,0.0,3.567,0.0
517,astragon Entertainment,True,26.67,,26.67,0.29,,0.29,0.1,,0.1,2.5,,2.5,3.3,,3.3,3.2,,3.2,4.0,,4.0,15.0,,15.0,1395.0,,1395.0,1.0,1.0,,26.67,0.29,0.1,,,-0.18999999999999997,-65.51724137931035,2.4,2399.9999999999995,0.0,0.1,2.5
518,astragon Entertainment GmbH,True,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,50.0,,50.0,1.0,1.0,,0.0,0.0,-3.8,,,-3.8,,3.8,-100.0,0.0,-3.8,0.0
519,bilibili Game,False,0.0,,0.0,0.0,,0.0,-2.2,,-2.2,0.0,,0.0,0.0,,0.0,2.2,,2.2,0.0,,0.0,0.0,,0.0,3296.0,,3296.0,0.0,1.0,,0.0,0.0,-2.2,,,-2.2,,2.2,-100.0,0.0,2.2,0.0
520,cdv Software Entertainment,False,33.33,,33.33,0.13,,0.13,0.8,,0.8,5.0,,5.0,5.0,,5.0,4.2,,4.2,1.0,,1.0,3.0,,3.0,759.0,,759.0,0.0,1.0,,33.33,0.13,0.8,,,0.67,515.3846153846155,4.2,525.0,0.0,-0.8,-5.0
521,"iam8bit, Inc.",False,0.0,,0.0,0.0,,0.0,-4.1,,-4.1,0.0,,0.0,0.0,,0.0,4.1,,4.1,0.0,,0.0,0.0,,0.0,3079.0,,3079.0,0.0,1.0,,0.0,0.0,-4.1,,,-4.1,,4.1,-100.0,0.0,4.1,0.0
522,"inXile entertainment, Inc. ",True,0.0,,0.0,0.0,,0.0,-3.9,,-3.9,0.0,,0.0,0.0,,0.0,3.9,,3.9,0.0,,0.0,0.0,,0.0,606.0,,606.0,1.0,1.0,,0.0,0.0,-3.9,,,-3.9,,3.9,-100.0,0.0,-3.9,0.0
523,"inXile entertainment, inc. ",True,66.67,,66.67,0.19,,0.19,-0.3,,-0.3,3.5,,3.5,3.0,,3.0,3.3,,3.3,2.0,,2.0,3.0,,3.0,1027.0,,1027.0,1.0,1.0,,66.67,0.19,-0.3,,,-0.49,-257.89473684210526,3.8,-1266.6666666666665,0.0,-0.3,3.5
524,indie.io,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.111,-1.0,0.0,0.0,0.0,2.5,3.536,2.5,3.5,0.424,3.5,0.0,0.0,0.0,0.5,0.707,0.5,931.0,439.82,931.0,0.0,2.0,,0.0,0.0,-1.0,0.0,,-1.0,,1.0,-100.0,0.0,1.0,0.0
525,"nWay, Inc",False,36.36,,36.36,0.38,,0.38,-0.3,,-0.3,2.2,,2.2,2.5,,2.5,2.8,,2.8,12.0,,12.0,33.0,,33.0,3173.0,,3173.0,0.0,1.0,,36.36,0.38,-0.3,,,-0.6799999999999999,-178.9473684210526,2.5,-833.3333333333334,0.0,0.3,-2.2
526,straka.studio s.r.o.,False,0.0,,0.0,0.0,,0.0,-2.8,,-2.8,0.0,,0.0,0.0,,0.0,2.8,,2.8,0.0,,0.0,0.0,,0.0,874.0,,874.0,0.0,1.0,,0.0,0.0,-2.8,,,-2.8,,2.8,-100.0,0.0,2.8,0.0
527,tinyBuild,False,14.622,26.75,0.0,0.028,0.053,0.0,-1.153,2.204,-0.5,1.294,1.993,0.0,2.529,2.272,3.5,3.682,0.671,3.8,1.059,2.076,0.0,6.647,12.409,1.0,2422.941,1795.118,2184.0,0.0,17.0,,14.06,0.0,-0.25,12.69,90.25604551920341,-1.153,,1.544,-617.6,-26.75,1.153,2.506
528,tinyBuild,True,4.59,,4.59,4.59,,4.59,0.0,,0.0,3.8,,3.8,3.6,,3.6,3.6,,3.6,27.0,,27.0,588.0,,588.0,588.0,,588.0,1.0,1.0,,14.06,0.0,-0.25,,,0.0,,4.05,-1620.0,-26.75,1.153,2.506
529,tinyBuild GAMES,False,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,2337.0,,2337.0,0.0,1.0,,0.0,0.0,-3.8,,,-3.8,,3.8,-100.0,0.0,3.8,0.0
530,unidevstudio,False,0.0,,0.0,0.0,,0.0,-3.9,,-3.9,0.0,,0.0,0.0,,0.0,3.9,,3.9,0.0,,0.0,0.0,,0.0,479.0,,479.0,0.0,1.0,,0.0,0.0,-3.9,,,-3.9,,3.9,-100.0,0.0,3.9,0.0
531,株式会社 カプコン,False,0.0,,0.0,0.0,,0.0,1.4,,1.4,0.0,,0.0,5.0,,5.0,3.6,,3.6,0.0,,0.0,1.0,,1.0,241.0,,241.0,0.0,1.0,,0.0,0.0,1.4,,,1.4,,-1.4,-100.0,0.0,-1.4,0.0
